Season,Garden,Variety,Clumps,Spacing (m),Clump,Net kernel weight (g),PFP experimental yield (kg/ha)
2015,POG,Hopi White,20,1.75,11,118.20000000000002,295.50000000000006
2015,POG,Hopi White,20,1.75,12,213,532.5
2015,POG,Hopi White,20,1.75,13,600.9,1502.25
2015,POG,Hopi White,20,1.75,14,270.2,675.5
2015,POG,Hopi White,20,1.75,15,153.1,382.74999999999994
2015,POG,Hopi White,20,1.75,16,142.3,355.75
2015,POG,Hopi White,20,1.75,17,0,0
2015,POG,Hopi White,20,1.75,18,400,1e3
2015,POG,Hopi White,20,1.75,19,339,847.5
2015,POG,Hopi White,20,1.75,20,64.60000000000001,161.50000000000003
2016,CDG,Hopi White,34,2,1,141.29579161313964,353.2394790328491
2016,CDG,Hopi White,34,2,2,110.19999999999999,275.5
2016,CDG,Hopi White,34,2,3,572.5,1431.25
2016,CDG,Hopi White,34,2,4,536.4,1340.9999999999998
2016,CDG,Hopi White,34,2,5,128.94261742499754,322.3565435624938
2016,CDG,Hopi White,34,2,6,84.07812820054932,210.1953205013733
2016,CDG,Hopi White,34,2,7,270.25791195443924,675.6447798860979
2016,CDG,Hopi White,34,2,8,177.20000000000002,442.99999999999994
2016,CDG,Hopi White,34,2,9,329.3,823.25
2016,CDG,Hopi White,34,2,10,661.4590963960136,1653.647740990034
2016,CDG,Hopi White,34,2,11,507.4069990292089,1268.517497573022
2016,CDG,Hopi White,34,2,12,637.7891336037835,1594.4728340094584
2016,CDG,Hopi White,34,2,13,206,514.9999999999999
2016,CDG,Hopi White,34,2,14,739.2251376226855,1848.0628440567134
2016,CDG,Hopi White,34,2,15,310.93114090999705,777.3278522749926
2016,CDG,Hopi White,34,2,16,306.01,765.0249999999999
2016,CDG,Hopi White,34,2,17,137.20000000000002,343
2016,CDG,Hopi White,34,2,18,265.35499122017717,663.3874780504428
2016,CDG,Hopi White,34,2,19,237.3,593.25
2016,CDG,Hopi White,34,2,20,500.29999999999995,1250.7499999999998
2016,CDG,Hopi White,34,2,21,584.5382116712261,1461.3455291780651
2016,CDG,Hopi White,34,2,22,237.07912869175243,592.6978217293811
2016,CDG,Hopi White,34,2,23,320.4,800.9999999999999
2016,CDG,Hopi White,34,2,24,597.6,1494
2016,CDG,Hopi White,34,2,25,430.8,1077
2016,CDG,Hopi White,34,2,26,89.6,223.99999999999997
2016,CDG,Hopi White,34,2,27,136.3,340.75000000000006
2016,CDG,Hopi White,34,2,28,435.1,1087.75
2016,CDG,Hopi White,34,2,29,564,1409.9999999999998
2016,CDG,Hopi White,34,2,30,265.8,664.5
2016,CDG,Hopi White,34,2,31,474.5,1186.2499999999998
2016,CDG,Hopi White,34,2,32,525,1312.5
2016,CDG,Hopi White,34,2,33,548.3,1370.7499999999995
2016,CDG,Hopi White,34,2,34,126.4,316
2016,KUG,Hopi Blue,23,2,1,0,0
2016,KUG,Hopi Blue,23,2,2,17.418824406330756,43.54706101582689
2016,KUG,Hopi Blue,23,2,3,55.667784154522984,139.16946038630746
2016,KUG,Hopi Blue,23,2,4,112,280
2016,KUG,Hopi Blue,23,2,5,55.3,138.24999999999997
2016,KUG,Hopi Blue,23,2,6,27.7,69.25
2016,KUG,Hopi Blue,23,2,7,5,12.5
2016,KUG,Hopi Blue,23,2,8,222.9,557.25
2016,KUG,Hopi Blue,23,2,9,458.29999999999995,1145.75
2016,KUG,Hopi Blue,23,2,10,283,707.5
2016,KUG,Hopi Blue,23,2,11,31,77.5
2016,KUG,Hopi Blue,23,2,12,1.0000000000000002,2.5000000000000004
2016,KUG,Hopi Blue,23,2,13,0,0
2016,KUG,Hopi Blue,23,2,14,91.9,229.75000000000003
2016,KUG,Hopi Blue,23,2,15,0,0
2016,KUG,Hopi Blue,23,2,16,0,0
2016,KUG,Hopi Blue,23,2,17,8.6,21.499999999999996
2016,KUG,Hopi Blue,23,2,18,77.65180128277007,194.12950320692516
2016,KUG,Hopi Blue,23,2,19,346.2,865.4999999999999
2016,KUG,Hopi Blue,23,2,20,0,0
2016,KUG,Hopi Blue,23,2,21,426.7,1066.75
2016,KUG,Hopi Blue,23,2,22,3,7.500000000000001
2016,KUG,Hopi Blue,23,2,23,0,0
2016,MCG,Hopi Blue,46,1.25,1,400.5,1001.2499999999999
2016,MCG,Hopi Blue,46,1.25,2,416.5120931649354,1041.2802329123383
2016,MCG,Hopi Blue,46,1.25,3,695.1,1737.7500000000002
2016,MCG,Hopi Blue,46,1.25,4,434.1077076852098,1085.2692692130245
2016,MCG,Hopi Blue,46,1.25,5,487.74522318566324,1219.3630579641583
2016,MCG,Hopi Blue,46,1.25,6,373.5,933.7500000000001
2016,MCG,Hopi Blue,46,1.25,7,493.6946660807574,1234.2366652018936
2016,MCG,Hopi Blue,46,1.25,8,0,0
2016,MCG,Hopi Blue,46,1.25,9,631.3,1578.25
2016,MCG,Hopi Blue,46,1.25,10,375.2,938
2016,MCG,Hopi Blue,46,1.25,11,463.4,1158.5
2016,MCG,Hopi Blue,46,1.25,12,504.6,1261.5
2016,MCG,Hopi Blue,46,1.25,13,0,0
2016,MCG,Hopi Blue,46,1.25,14,273.3,683.2500000000001
2016,MCG,Hopi Blue,46,1.25,15,181.1,452.75000000000006
2016,MCG,Hopi Blue,46,1.25,16,215.9,539.75
2016,MCG,Hopi Blue,46,1.25,17,0,0
2016,MCG,Hopi Blue,46,1.25,18,412.6,1031.5
2016,MCG,Hopi Blue,46,1.25,19,0,0
2016,MCG,Hopi Blue,46,1.25,20,265.3,663.2500000000001
2016,MCG,Hopi Blue,46,1.25,21,257,642.5
2016,MCG,Hopi Blue,46,1.25,22,0,0
2016,MCG,Hopi Blue,46,1.25,23,484.5,1211.25
2016,MCG,Hopi Blue,46,1.25,24,291.66668332564393,729.1667083141098
2016,MCG,Hopi Blue,46,1.25,25,0,0
2016,MCG,Hopi Blue,46,1.25,26,220.5,551.25
2016,MCG,Hopi Blue,46,1.25,27,134.73698179630296,336.8424544907574
2016,MCG,Hopi Blue,46,1.25,28,211.7,529.25
2016,MCG,Hopi Blue,46,1.25,29,0,0
2016,MCG,Hopi Blue,46,1.25,30,321.7,804.25
2016,MCG,Hopi Blue,46,1.25,31,396.40000000000003,991.0000000000001
2016,MCG,Hopi Blue,46,1.25,32,0,0
2016,MCG,Hopi Blue,46,1.25,33,276.3,690.7500000000001
2016,MCG,Hopi Blue,46,1.25,34,270.7,676.75
2016,MCG,Hopi Blue,46,1.25,35,395.9,989.7499999999999
2016,MCG,Hopi Blue,46,1.25,36,502.79999999999995,1257
2016,MCG,Hopi Blue,46,1.25,37,0,0
2016,MCG,Hopi Blue,46,1.25,38,609.5,1523.75
2016,MCG,Hopi Blue,46,1.25,39,203.3,508.25000000000006
2016,MCG,Hopi Blue,46,1.25,40,0,0
2016,MCG,Hopi Blue,46,1.25,41,693.1,1732.7500000000002
2016,MCG,Hopi Blue,46,1.25,42,237.3,593.25
2016,MCG,Hopi Blue,46,1.25,43,0,0
2016,MCG,Hopi Blue,46,1.25,44,519.1,1297.7500000000002
2016,MCG,Hopi Blue,46,1.25,45,41.5,103.75
2016,MCG,Hopi Blue,46,1.25,46,331.4,828.5
2016,PLC,Hopi Blue,28,1.5,1,0,0
2016,PLC,Hopi Blue,28,1.5,2,25,62.5
2016,PLC,Hopi Blue,28,1.5,3,190.3,475.75
2016,PLC,Hopi Blue,28,1.5,4,41.900000000000006,104.75000000000003
2016,PLC,Hopi Blue,28,1.5,5,87.3,218.25
2016,PLC,Hopi Blue,28,1.5,6,291.6,729.0000000000001
2016,PLC,Hopi Blue,28,1.5,7,67.1,167.74999999999997
2016,PLC,Hopi Blue,28,1.5,8,0,0
2016,PLC,Hopi Blue,28,1.5,9,18.2,45.49999999999999
2016,PLC,Hopi Blue,28,1.5,10,209.9,524.75
2016,PLC,Hopi Blue,28,1.5,11,220,550
2016,PLC,Hopi Blue,28,1.5,12,242.8,607.0000000000001
2016,PLC,Hopi Blue,28,1.5,13,152.39999999999998,380.9999999999999
2016,PLC,Hopi Blue,28,1.5,14,91.89999999999999,229.75
2016,PLC,Hopi Blue,28,1.5,15,95,237.50000000000003
2016,PLC,Hopi Blue,28,1.5,16,245.5,613.75
2016,PLC,Hopi Blue,28,1.5,17,364.44216090289956,911.1054022572489
2016,PLC,Hopi Blue,28,1.5,18,182.70000000000002,456.75000000000006
2016,PLC,Hopi Blue,28,1.5,19,118.30000000000001,295.75000000000006
2016,PLC,Hopi Blue,28,1.5,20,147.29999999999998,368.24999999999994
2016,PLC,Hopi Blue,28,1.5,21,269.3,673.2500000000001
2016,PLC,Hopi Blue,28,1.5,22,21,52.5
2016,PLC,Hopi Blue,28,1.5,23,103.6,259
2016,PLC,Hopi Blue,28,1.5,24,74.3,185.75
2016,PLC,Hopi Blue,28,1.5,25,35.3,88.24999999999999
2016,PLC,Hopi Blue,28,1.5,26,14.000000000000002,35.00000000000001
2016,PLC,Hopi Blue,28,1.5,27,38.599999999999994,96.49999999999999
2016,PLC,Hopi Blue,28,1.5,28,39,97.50000000000001
2016,POG,Hopi White,25,1.5,1,19.1,47.75
2016,POG,Hopi White,25,1.5,2,1.6000000000000003,4.000000000000001
2016,POG,Hopi White,25,1.5,3,75.79350929489628,189.4837732372407
2016,POG,Hopi White,25,1.5,4,0,0
2016,POG,Hopi White,25,1.5,5,0,0
2016,POG,Hopi White,25,1.5,6,0.9000000000000004,2.2500000000000004
2016,POG,Hopi White,25,1.5,7,12.799999999999999,32
2016,POG,Hopi White,25,1.5,8,105.80000000000001,264.50000000000006
2016,POG,Hopi White,25,1.5,9,38.4,96
2016,POG,Hopi White,25,1.5,10,62.5,156.25
2016,POG,Hopi White,25,1.5,11,21.6,54
2016,POG,Hopi White,25,1.5,12,21.4,53.5
2016,POG,Hopi White,25,1.5,13,182.3,455.75
2016,POG,Hopi White,25,1.5,14,81.60000000000001,204
2016,POG,Hopi White,25,1.5,15,24,60
2016,POG,Hopi White,25,1.5,16,4.5,11.25
2016,POG,Hopi White,25,1.5,17,0,0
2016,POG,Hopi White,25,1.5,18,69.6,173.99999999999997
2016,POG,Hopi White,25,1.5,19,112.49999999999999,281.24999999999994
2016,POG,Hopi White,25,1.5,20,63.1,157.75
2016,POG,Hopi White,25,1.5,21,0,0
2016,POG,Hopi White,25,1.5,22,26.799999999999997,66.99999999999999
2016,POG,Hopi White,25,1.5,23,17.2,43
2016,POG,Hopi White,25,1.5,24,0,0
2016,POG,Hopi White,25,1.5,25,0,0
2017,CDG,Hopi White,32,2.2,1,136.37958669095804,340.9489667273951
2017,CDG,Hopi White,32,2.2,2,412.7,1031.75
2017,CDG,Hopi White,32,2.2,3,437.2,1093
2017,CDG,Hopi White,32,2.2,4,54.5,136.25
2017,CDG,Hopi White,32,2.2,5,406.1,1015.25
2017,CDG,Hopi White,32,2.2,6,237.72507878012806,594.3126969503201
2017,CDG,Hopi White,32,2.2,7,1115.8999999999999,2789.7499999999995
2017,CDG,Hopi White,32,2.2,8,884.4,2211
2017,CDG,Hopi White,32,2.2,9,659.4,1648.5
2017,CDG,Hopi White,32,2.2,10,598.247387330126,1495.618468325315
2017,CDG,Hopi White,32,2.2,11,807.7975746819636,2019.4939367049092
2017,CDG,Hopi White,32,2.2,12,490.8,1227
2017,CDG,Hopi White,32,2.2,13,350.1,875.25
2017,CDG,Hopi White,32,2.2,14,450.3,1125.75
2017,CDG,Hopi White,32,2.2,15,209.79999999999998,524.4999999999999
2017,CDG,Hopi White,32,2.2,16,1042.2,2605.5
2017,CDG,Hopi White,32,2.2,17,1060.1,2650.2499999999995
2017,CDG,Hopi White,32,2.2,18,356,889.9999999999999
2017,CDG,Hopi White,32,2.2,19,735.4,1838.4999999999998
2017,CDG,Hopi White,32,2.2,20,1270.1,3175.25
2017,CDG,Hopi White,32,2.2,21,870.1,2175.25
2017,CDG,Hopi White,32,2.2,22,667.5,1668.7499999999998
2017,CDG,Hopi White,32,2.2,23,542.3000000000001,1355.7500000000002
2017,CDG,Hopi White,32,2.2,24,200.10000000000002,500.25000000000006
2017,CDG,Hopi White,32,2.2,25,1005.5,2513.75
2017,CDG,Hopi White,32,2.2,26,478.7,1196.75
2017,CDG,Hopi White,32,2.2,27,297.2,742.9999999999999
2017,CDG,Hopi White,32,2.2,28,707.1,1767.75
2017,CDG,Hopi White,32,2.2,29,805.7,2014.25
2017,CDG,Hopi White,32,2.2,30,114.7,286.75
2017,CDG,Hopi White,32,2.2,31,653.250302234957,1633.1257555873922
2017,CDG,Hopi White,32,2.2,32,649.3,1623.25
2017,KUG,Hopi Blue,29,2,1,0,0
2017,KUG,Hopi Blue,29,2,2,0,0
2017,KUG,Hopi Blue,29,2,3,39.699999999999996,99.24999999999999
2017,KUG,Hopi Blue,29,2,4,24.189278609386367,60.473196523465916
2017,KUG,Hopi Blue,29,2,5,1.4,3.4999999999999996
2017,KUG,Hopi Blue,29,2,6,187.89999999999998,469.74999999999994
2017,KUG,Hopi Blue,29,2,7,88.5,221.24999999999997
2017,KUG,Hopi Blue,29,2,8,168.8,422.00000000000006
2017,KUG,Hopi Blue,29,2,9,0,0
2017,KUG,Hopi Blue,29,2,10,0,0
2017,KUG,Hopi Blue,29,2,11,0,0
2017,KUG,Hopi Blue,29,2,12,20.900000000000002,52.24999999999999
2017,KUG,Hopi Blue,29,2,13,0.20000000000000018,0.5000000000000003
2017,KUG,Hopi Blue,29,2,14,296.5,741.2499999999999
2017,KUG,Hopi Blue,29,2,15,0,0
2017,KUG,Hopi Blue,29,2,16,1,2.5
2017,KUG,Hopi Blue,29,2,17,25.299999999999997,63.249999999999986
2017,KUG,Hopi Blue,29,2,18,42.6,106.5
2017,KUG,Hopi Blue,29,2,19,0,0
2017,KUG,Hopi Blue,29,2,20,0,0
2017,KUG,Hopi Blue,29,2,21,0,0
2017,KUG,Hopi Blue,29,2,22,117.60000000000001,294
2017,KUG,Hopi Blue,29,2,23,119.60000000000001,298.99999999999994
2017,KUG,Hopi Blue,29,2,24,150.1,375.24999999999994
2017,KUG,Hopi Blue,29,2,25,66,164.99999999999997
2017,KUG,Hopi Blue,29,2,26,127.3,318.25
2017,KUG,Hopi Blue,29,2,27,8.4,21
2017,KUG,Hopi Blue,29,2,28,0,0
2017,KUG,Hopi Blue,29,2,29,0,0
2017,MCG,Hopi Blue,25,2.5,1,634.9,1587.25
2017,MCG,Hopi Blue,25,2.5,2,679.6,1698.9999999999998
2017,MCG,Hopi Blue,25,2.5,3,424.91598889026716,1062.289972225668
2017,MCG,Hopi Blue,25,2.5,4,889.3,2223.25
2017,MCG,Hopi Blue,25,2.5,5,464,1160
2017,MCG,Hopi Blue,25,2.5,6,447,1117.5
2017,MCG,Hopi Blue,25,2.5,7,516.5,1291.25
2017,MCG,Hopi Blue,25,2.5,8,782.4551316859087,1956.137829214772
2017,MCG,Hopi Blue,25,2.5,9,501.92988325756977,1254.8247081439242
2017,MCG,Hopi Blue,25,2.5,10,587.3000000000001,1468.25
2017,MCG,Hopi Blue,25,2.5,11,944.7,2361.75
2017,MCG,Hopi Blue,25,2.5,12,1041.5,2603.75
2017,MCG,Hopi Blue,25,2.5,13,783.6,1959
2017,MCG,Hopi Blue,25,2.5,14,900.9,2252.25
2017,MCG,Hopi Blue,25,2.5,15,1115.7,2789.2499999999995
2017,MCG,Hopi Blue,25,2.5,16,794.4560391653893,1986.1400979134733
2017,MCG,Hopi Blue,25,2.5,17,541.9,1354.75
2017,MCG,Hopi Blue,25,2.5,18,805,2012.5
2017,MCG,Hopi Blue,25,2.5,19,1190.1,2975.2499999999995
2017,MCG,Hopi Blue,25,2.5,20,1028.8999999999999,2572.2499999999995
2017,MCG,Hopi Blue,25,2.5,21,455.5,1138.75
2017,MCG,Hopi Blue,25,2.5,22,763.2,1907.9999999999998
2017,MCG,Hopi Blue,25,2.5,23,865.4194126652122,2163.5485316630306
2017,MCG,Hopi Blue,25,2.5,24,549.2,1373.0000000000002
2017,MCG,Hopi Blue,25,2.5,25,460.52906787141484,1151.322669678537
2017,PLC,Hopi Blue,28,1.8,1,0,0
2017,PLC,Hopi Blue,28,1.8,2,0,0
2017,PLC,Hopi Blue,28,1.8,3,0,0
2017,PLC,Hopi Blue,28,1.8,4,39,97.50000000000001
2017,PLC,Hopi Blue,28,1.8,5,2.6000000000000005,6.500000000000002
2017,PLC,Hopi Blue,28,1.8,6,0,0
2017,PLC,Hopi Blue,28,1.8,7,0,0
2017,PLC,Hopi Blue,28,1.8,8,0,0
2017,PLC,Hopi Blue,28,1.8,9,0,0
2017,PLC,Hopi Blue,28,1.8,10,21.8,54.49999999999999
2017,PLC,Hopi Blue,28,1.8,11,70.5,176.25
2017,PLC,Hopi Blue,28,1.8,12,3.5,8.75
2017,PLC,Hopi Blue,28,1.8,13,34.2,85.50000000000001
2017,PLC,Hopi Blue,28,1.8,14,35.900000000000006,89.75000000000001
2017,PLC,Hopi Blue,28,1.8,15,0,0
2017,PLC,Hopi Blue,28,1.8,16,16.2,40.49999999999999
2017,PLC,Hopi Blue,28,1.8,17,76.3,190.75
2017,PLC,Hopi Blue,28,1.8,18,34.2,85.50000000000001
2017,PLC,Hopi Blue,28,1.8,19,21,52.5
2017,PLC,Hopi Blue,28,1.8,20,339.4,848.5
2017,PLC,Hopi Blue,28,1.8,21,220.17103935350877,550.4275983837719
2017,PLC,Hopi Blue,28,1.8,22,164.6,411.50000000000006
2017,PLC,Hopi Blue,28,1.8,23,46.7,116.75000000000001
2017,PLC,Hopi Blue,28,1.8,24,49.800000000000004,124.50000000000001
2017,PLC,Hopi Blue,28,1.8,25,398.9836565450797,997.4591413626994
2017,PLC,Hopi Blue,28,1.8,26,105.30000000000001,263.25000000000006
2017,PLC,Hopi Blue,28,1.8,27,42.2,105.50000000000001
2017,PLC,Hopi Blue,28,1.8,28,0,0
2017,POG,Hopi White,25,1.75,1,144.7,361.74999999999994
2017,POG,Hopi White,25,1.75,2,150.45910557985027,376.1477639496257
2017,POG,Hopi White,25,1.75,3,167.9,419.74999999999994
2017,POG,Hopi White,25,1.75,4,84.7,211.75
2017,POG,Hopi White,25,1.75,5,121.10000000000001,302.75
2017,POG,Hopi White,25,1.75,6,101.49999999999999,253.74999999999997
2017,POG,Hopi White,25,1.75,7,254,635
2017,POG,Hopi White,25,1.75,8,331.9,829.7499999999999
2017,POG,Hopi White,25,1.75,9,193.5,483.75
2017,POG,Hopi White,25,1.75,10,247.1,617.75
2017,POG,Hopi White,25,1.75,11,84.2,210.5
2017,POG,Hopi White,25,1.75,12,176.9,442.25
2017,POG,Hopi White,25,1.75,13,640,1600
2017,POG,Hopi White,25,1.75,14,175.3,438.25
2017,POG,Hopi White,25,1.75,15,24.9,62.25000000000001
2017,POG,Hopi White,25,1.75,16,17.4,43.49999999999999
2017,POG,Hopi White,25,1.75,17,145.6,364
2017,POG,Hopi White,25,1.75,18,634,1585
2017,POG,Hopi White,25,1.75,19,164.8,412
2017,POG,Hopi White,25,1.75,20,306.5095971922426,766.2739929806065
2017,POG,Hopi White,25,1.75,21,203.7,509.25
2017,POG,Hopi White,25,1.75,22,247.29999999999998,618.25
2017,POG,Hopi White,25,1.75,23,232.6,581.5
2017,POG,Hopi White,25,1.75,24,96.9,242.24999999999997
2017,POG,Hopi White,25,1.75,25,34.7,86.75000000000001
